"","prob","acc","elap","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20"
"429",0.75,0.972460220318237,27.2200000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"430",0.75,0.966136270909833,27.1200000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"431",0.75,0.971032231742146,28.1200000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"432",0.75,0.972460220318237,27.3399999999965,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"433",0.75,0.973684210526316,27.2800000000061,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"434",0.75,0.968992248062015,27.25,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"435",0.75,0.968380252957976,27.0999999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"436",0.75,0.969604243166055,27.2799999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"437",0.75,0.972052223582211,27.1700000000055,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"438",0.75,0.970216238270094,27.0599999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"439",0.75,0.968176254589963,27.3600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"440",0.75,0.966952264381885,27.1100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"441",0.75,0.97327621379029,27.5300000000061,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"442",0.75,0.966952264381885,27.3099999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"443",0.75,0.964912280701754,27.1099999999933,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"444",0.75,0.96593227254182,27.2199999999939,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"445",0.75,0.967360261117911,27.3099999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"446",0.75,0.964096287229702,27.2000000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"447",0.75,0.966136270909833,27.2799999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"448",0.75,0.967564259485924,27.0899999999965,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"449",0.75,0.971032231742146,27.0800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"450",0.75,0.969808241534068,27.1900000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"451",0.8,0.972979862350242,28.9000000000015,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"452",0.8,0.970430792760642,29.2200000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"453",0.8,0.975019118021922,29.0699999999997,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"454",0.8,0.970685699719602,28.9300000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"455",0.8,0.971960234514402,29.0599999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"456",0.8,0.978587815447362,29.010000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"457",0.8,0.971195513637522,28.9099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"458",0.8,0.973489676268162,28.75,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"459",0.8,0.967626816212083,28.8000000000029,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"460",0.8,0.968901351006882,28.9800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"461",0.8,0.975019118021922,29.010000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"462",0.8,0.977823094570482,29.0299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"463",0.8,0.968136630130003,29.1100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"464",0.8,0.967371909253123,28.75,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"465",0.8,0.973999490186082,29.6599999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"466",0.8,0.968391537088963,29.1399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"467",0.8,0.974509304104002,28.9000000000015,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"468",0.8,0.972215141473362,29.0499999999956,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"469",0.8,0.967371909253123,29.1699999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"470",0.8,0.970430792760642,28.9599999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"471",0.8,0.969920978842722,28.9499999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"472",0.8,0.969920978842722,29.7099999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"473",0.8,0.971960234514402,29.3499999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"474",0.8,0.970175885801682,28.8300000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"475",0.8,0.969920978842722,29.0299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"476",0.8,0.970940606678562,28.8000000000029,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"477",0.8,0.968391537088963,29.1100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"478",0.8,0.973999490186082,28.9800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"479",0.8,0.967626816212083,29,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"480",0.8,0.970430792760642,28.8899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"481",0.85,0.969058143488609,30.75,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"482",0.85,0.975178510710643,30.9300000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"483",0.85,0.973138388303298,30.8400000000038,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"484",0.85,0.975178510710643,30.7799999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"485",0.85,0.977218633117987,31,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"486",0.85,0.97075824549473,30.8000000000029,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"487",0.85,0.970078204692282,30.6699999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"488",0.85,0.970078204692282,30.8199999999997,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"489",0.85,0.975858551513091,30.6900000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"490",0.85,0.977898673920435,30.739999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"491",0.85,0.973478408704522,30.7300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"492",0.85,0.971778306698402,30.9700000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"493",0.85,0.973818429105746,30.8400000000038,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"494",0.85,0.973478408704522,30.6699999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"495",0.85,0.97075824549473,30.5199999999968,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"496",0.85,0.978578714722883,30.75,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"497",0.85,0.976538592315539,31.9199999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"498",0.85,0.976538592315539,30.8600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"499",0.85,0.970418225093506,30.9700000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"500",0.85,0.976538592315539,30.8199999999997,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"501",0.85,0.968038082284937,30.5,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"502",0.85,0.973478408704522,30.9099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"503",0.85,0.974838490309419,30.8600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"504",0.85,0.976198571914315,30.7000000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"505",0.85,0.971098265895954,30.9200000000055,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"506",0.85,0.97415844950697,30.5999999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"507",0.85,0.97415844950697,30.8899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"508",0.85,0.972118327099626,30.6399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"509",0.85,0.976198571914315,30.9199999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"510",0.85,0.970418225093506,30.9099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"511",0.9,0.972434915773354,32.75,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"512",0.9,0.969882593159775,32.9400000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"513",0.9,0.968351199591628,33.0299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"514",0.9,0.978050025523226,32.6400000000067,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"515",0.9,0.976008167432363,32.7300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"516",0.9,0.980602348136804,32.7300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"517",0.9,0.969882593159775,33.0899999999965,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"518",0.9,0.978560490045942,32.7900000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"519",0.9,0.980091883614089,32.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"520",0.9,0.97753956100051,32.4500000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"521",0.9,0.968351199591628,32.5,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"522",0.9,0.971924451250638,32.6100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"523",0.9,0.978050025523226,32.5299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"524",0.9,0.970903522205207,32.3700000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"525",0.9,0.971413986727922,32.5800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"526",0.9,0.977029096477795,32.8299999999945,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"527",0.9,0.976008167432363,33.25,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"528",0.9,0.970903522205207,33.0199999999968,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"529",0.9,0.983154670750383,32.6100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"530",0.9,0.973966309341501,32.4199999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"531",0.9,0.966819806023481,32.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"532",0.9,0.978560490045942,32.3600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"533",0.9,0.971924451250638,32.5,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"534",0.9,0.970393057682491,32.4700000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"535",0.9,0.972434915773354,32.5,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"536",0.9,0.974987238386932,32.4300000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"537",0.9,0.973455844818785,32.7200000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"538",0.9,0.978560490045942,32.8099999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"539",0.9,0.961715160796325,32.5800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"540",0.9,0.974476773864216,32.7099999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"541",0.95,0.967313585291113,34.4099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"542",0.95,0.982635342185904,34.239999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"543",0.95,0.975485188968335,34.489999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"544",0.95,0.97752808988764,34.4300000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"545",0.95,0.976506639427988,34.239999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"546",0.95,0.97752808988764,34.5,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"547",0.95,0.969356486210419,34.0400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"548",0.95,0.97752808988764,34.2300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"549",0.95,0.972420837589377,34.2000000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"550",0.95,0.980592441266599,33.9800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"551",0.95,0.978549540347293,34.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"552",0.95,0.979570990806946,34.6699999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"553",0.95,0.983656792645557,34.9099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"554",0.95,0.972420837589377,34.6800000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"555",0.95,0.975485188968335,34.6299999999974,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"556",0.95,0.97752808988764,35.4099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"557",0.95,0.978549540347293,34.5500000000029,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"558",0.95,0.980592441266599,35.0800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"559",0.95,0.97752808988764,34.0799999999945,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"560",0.95,0.974463738508682,34.3800000000047,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"561",0.95,0.972420837589377,34.3099999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"562",0.95,0.971399387129724,34.0299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"563",0.95,0.97752808988764,34.1999999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"564",0.95,0.97344228804903,34.4500000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"565",0.95,0.970377936670072,34.1900000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"566",0.95,0.972420837589377,34.2799999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"567",0.95,0.972420837589377,34.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"568",0.95,0.979570990806946,34.1999999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"569",0.95,0.964249233912155,34.1299999999974,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"570",0.95,0.970377936670072,34.2999999999956,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
